freebase_id,type,name
/m/015wmt,nomination,Academy Award for Best Supporting Actor
/m/04wy0v,nomination,Academy Award for Best Supporting Actor
/m/04dld6,nomination,Academy Award for Best International Feature Film
/m/0p_sc,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0kcn7,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/02qc0j7,nomination,Academy Award for Best Production Design
/m/016ywb,nomination,Academy Award for Best Costume Design
/m/0p_sc,nomination,Academy Award for Best Film Editing
/m/0kcn7,nomination,Academy Award for Best Film Editing
/m/02qc0j7,nomination,Academy Award for Best Film Editing
/m/0kcn7,nomination,Academy Award for Best Visual Effects
/m/0p_sc,nomination,Academy Award for Best Original Score
/m/0kcn7,nomination,Academy Award for Best Original Score
/m/09vv2_n,nomination,Academy Award for Best Original Score
/m/09vv2_n,nomination,Academy Award for Best Story
/m/02qc0j7,nomination,Academy Award for Best Story
/m/016ywb,nomination,BAFTA Award for Best Actor in a Leading Role
/m/016ywb,nomination,BAFTA Award for Best Sound
/m/016ywb,nomination,BAFTA Award for Best Direction
/m/0fp_syp,nomination,Academy Award for Best Animated Short Film
/m/0kcn7,nomination,Academy Award for Best Sound
/m/016ywb,nomination,European Film Award for Best Actor
/m/03_wh5,nomination,European Film Award for Best Cinematographer
/m/0kcn7,nomination,"Academy Award for Best Score, Adaptation or Treatment"
/m/02qc0j7,nomination,"Academy Award for Best Score, Adaptation or Treatment"
/m/016ywb,nomination,Young European Film of the Year
/m/03813g,nomination,European Film Award for Best Non-European Film
/m/0bd62lc,nomination,Jameson People's Choice Award for Best Actress
/m/0b6c_nw,nomination,AACTA Award for Best Film
/m/0b6c_nw,nomination,AACTA Award for Best Actor in a Supporting Role
/m/0b6c_nw,nomination,AACTA Award for Best Editing
/m/0b6c_nw,nomination,AACTA Award for Best Original Screenplay
/m/0b6c_nw,nomination,AACTA Award for Best Production Design
/m/047t9rb,nomination,"Academy Award for Best Short Subject, Novelty"
/m/0kcn7,nomination,"Academy Award for Best Cinematography, Color"
/m/0kcn7,nomination,"Academy Award for Best Costume Design, Color"
/m/0kcn7,nomination,"Academy Award for Best Art Direction, Color"
/m/01bwgr,nomination,Academy Award for Best Original Dramatic Score
/m/04x8zs,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/0c41tt3,award,National Film Award
/m/0ds11z,award,Academy Award for Best Production Design
/m/05sy5dr,award,Academy Award for Best Actress
/m/0c1p3,award,Academy Award for Best Sound
/m/0ds11z,award,National Board of Review: Top Ten Films
/m/01_mdl,award,National Board of Review: Top Ten Films
/m/0kvfd1,award,National Board of Review: Top Ten Films
/m/05sy5dr,award,National Board of Review: Top Ten Films
/m/01_mdl,award,Saturn Award for Best Science Fiction Film
/m/0b_lj9b,award,Grand Jury Prize of the Venice Film Festival
/m/0bfzz0,award,Filmfare Award for Best Supporting Actor
/m/0kvfd1,award,National Board of Review of Motion Pictures
/m/0bhgphj,award,Academy Award for Best Live Action Short Film
/m/0bfzz0,award,Filmfare Award for Best Cinematographer
/m/0bfzz0,award,Filmfare Award for Best Film
/m/01_mdl,award,Hugo Award for Best Dramatic Presentation
/m/0463ncn,award,Academy Award for Best Special Effects
/m/0ft_c9,award,Ariel Award for Best Picture
/m/0ft_c9,award,Ariel Award for Best Direction
/m/0523g9d,nomination,Academy Award for Best Documentary (Short Subject)
/m/04zy_fy,nomination,Academy Award for Best Documentary (Short Subject)
/m/0c1p3,nomination,Academy Award for Best Picture
/m/0c1p3,nomination,Academy Award for Best Director
/m/01dh6f,nomination,Academy Award for Best Actress
/m/05sy5dr,nomination,Academy Award for Best Actress
/m/0c1p3,nomination,Academy Award for Best Actor
/m/0ds11z,nomination,Academy Award for Best Actor
/m/016z5x,nomination,Academy Award for Best Actor
/m/04m0gv,nomination,Academy Award for Best International Feature Film
/m/095kx7,nomination,Academy Award for Best Documentary Feature Film
/m/0ds11z,nomination,Academy Award for Best Production Design
/m/016z5x,nomination,Academy Award for Best Production Design
/m/0ds11z,nomination,Academy Award for Best Costume Design
/m/0kvfd1,nomination,Palme d'Or
/m/01_mdl,nomination,Academy Award for Best Film Editing
/m/0463ncn,nomination,Academy Award for Best Film Editing
/m/01_mdl,nomination,Academy Award for Best Original Score
/m/016z5x,nomination,Academy Award for Best Original Score
/m/0c1p3,nomination,Academy Award for Best Story
/m/0c1p3,nomination,Academy Award for Best Sound
/m/01_mdl,nomination,Academy Award for Best Sound
/m/0463ncn,nomination,Academy Award for Best Sound
/m/0bhgphj,nomination,Academy Award for Best Live Action Short Film
/m/027b_lp,nomination,AACTA Award for Best Actress in a Supporting Role
/m/027b_lp,nomination,AACTA Award for Best Production Design
/m/027b_lp,nomination,AACTA Award for Best Sound
/m/0k47y,nomination,Academy Award for Best Original Dramatic Score
/m/0463ncn,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/0463ncn,nomination,Academy Award for Best Special Effects
/m/0b_lj9b,nomination,European Film Award for Best Supporting Actress
/m/0c4fjm,nomination,Academy Award for Best Original Dramatic Score
/m/0bj5037,nomination,Academy Award for Best Original Musical Score
/m/0kvb07,award,European Film Award for Best Short Film
/m/04yg1fk,award,Docaviv
/m/0cc9sj1,award,Filmfare Award for Best Film – Malayalam
/m/0cc9sj1,award,Kerala State Film Award for Best Film
/m/0g9wdmc,award,Academy Award for Best Actress
/m/02zblr6,award,David di Donatello for Best Actor
/m/0g9wdmc,award,Academy Award for Best Makeup and Hairstyling
/m/0280lhm,award,National Board of Review: Top Ten Films
/m/0dhh3h,award,National Board of Review: Top Ten Films
/m/0gkjmf,award,Teddy Award
/m/07l50_1,award,Queer Lion
/m/07l50_1,award,Dorian Award for Film of the Year
/m/07l50_1,award,Dorian Award for LGBTQ Film of the Year
/m/051_7dt,nomination,"Academy Award for Best Art Direction, Black and White"
/m/051_7dt,nomination,Academy Award for Best Original Dramatic or Comedy Score
/m/0kvb07,nomination,European Film Award for Best Short Film
/m/04_17wp,nomination,Academy Award for Best Documentary Feature Film
/m/08zkct,nomination,Golden Raspberry Award for Worst Actor
/m/0g9wdmc,nomination,Academy Award for Best Actress
/m/07l50_1,nomination,Academy Award for Best Actor
/m/0652hq,nomination,Academy Award for Best International Feature Film
/m/060__7,nomination,Academy Award for Best Cinematography
/m/0c9jj9,nomination,"Golden Raspberry Award for Worst Prequel, Remake, Rip-off or Sequel"
/m/0dn17z,nomination,"Academy Award for Best Cinematography, Color"
/m/0g9wdmc,nomination,Academy Award for Best Makeup and Hairstyling
/m/0g9wdmc,nomination,European Film Award – People's Choice Award for Best European Film
/m/0gzfhh,nomination,Golden Raspberry Award for Worst Actress
/m/051zsnx,nomination,Academy Award for Best Documentary (Short Subject)
/m/05jyrf,nomination,Academy Award for Best Animated Short Film
/m/0by1wkq,award,National Board of Review: Top Ten Films
/m/05zj4mp,award,Filmfare Award for Best Film – Malayalam
/m/027cvvr,award,Academy Award for Best Live Action Short Film
/m/043jt7q,award,Grand Jury Prize of the Venice Film Festival
/m/04647kh,award,Academy Award for Best Live Action Short Film
/m/0cq7kw,award,Academy Award for Best Actor
/m/0cq7kw,award,Academy Award for Best Picture
/m/0cq7kw,award,Academy Award for Best Director
/m/023p33,award,Golden Bear
/m/0cq7kw,award,Academy Award for Best Sound
/m/03qhs4f,award,Academy Award for Best Live Action Short Film
/m/0dstt0,award,Golden Raspberry Award for Worst Supporting Actor
/m/0kb57,award,Academy Award for Best Film Editing
/m/0cq7kw,award,National Board of Review: Top Ten Films
/m/047tmd3,award,Academy Award for Best Documentary (Short Subject)
/m/015gl2,award,National Board of Review: Top Ten Films
/m/0h3m16l,award,Golden Leopard
/m/0cq7kw,award,"Academy Award for Best Art Direction, Color"
/m/0cq7kw,award,"Academy Award for Best Score, Adaptation or Treatment"
/m/0cq7kw,award,Silver nugget for the best foreign film
/m/0cq7kw,award,"Academy Award for Best Cinematography, Color"
/m/0cq7kw,award,"Academy Award for Best Costume Design, Color"
/m/096nrt,award,National Board of Review: Top Ten Films
/m/04zx_bp,nomination,Academy Award for Best Documentary (Short Subject)
/m/027cvvr,nomination,Academy Award for Best Live Action Short Film
/m/04647kh,nomination,Academy Award for Best Live Action Short Film
/m/05zs7rr,nomination,European Film Award for Best Short Film
/m/03rf3z,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/064nfm2,nomination,César Award for Best Actress
/m/0cq7kw,nomination,Academy Award for Best Picture
/m/0kb57,nomination,Academy Award for Best Picture
/m/0cq7kw,nomination,Academy Award for Best Director
/m/015gl2,nomination,Academy Award for Best Actress
/m/0kb57,nomination,Academy Award for Best Actress
/m/0cq7kw,nomination,Academy Award for Best Actor
/m/016ks5,nomination,Academy Award for Best Actor
/m/015gl2,nomination,Academy Award for Best Actor
/m/0kb57,nomination,Academy Award for Best Actor
/m/06_461,nomination,Academy Award for Best International Feature Film
/m/0cq7kw,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0kb57,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0cq7kw,nomination,Academy Award for Best Film Editing
/m/0kb57,nomination,Academy Award for Best Film Editing
/m/0cq7kw,nomination,Academy Award for Best Supporting Actor
/m/0cq7kw,nomination,Academy Award for Best Supporting Actress
/m/023p33,nomination,Academy Award for Best Sound
/m/0cq7kw,nomination,Academy Award for Best Sound
/m/03dwzc,nomination,Academy Award for Best Sound
/m/0kb57,nomination,Academy Award for Best Sound
/m/0dstt0,nomination,Golden Raspberry Award for Worst New Star
/m/0kb57,nomination,Academy Award for Best Story
/m/01l0jh,nomination,Academy Award for Best Story
/m/0dstt0,nomination,Golden Raspberry Award for Worst Director
/m/03qhs4f,nomination,Academy Award for Best Live Action Short Film
/m/0dstt0,nomination,Golden Raspberry Award for Worst Picture
/m/047tmd3,nomination,Academy Award for Best Documentary (Short Subject)
/m/0dstt0,nomination,Golden Raspberry Award for Worst Actress
/m/0dstt0,nomination,Golden Raspberry Award for Worst Supporting Actor
/m/0cq7kw,nomination,"Academy Award for Best Score, Adaptation or Treatment"
/m/0kb57,nomination,Academy Award for Best Original Dramatic or Comedy Score
/m/0kb57,nomination,Academy Award for Best Special Effects
/m/023p33,nomination,Academy Award for Best Original Musical Score
/m/0cq7kw,nomination,"Academy Award for Best Cinematography, Color"
/m/0cq7kw,nomination,"Academy Award for Best Costume Design, Color"
/m/0cq7kw,nomination,"Academy Award for Best Art Direction, Color"
/m/0kb57,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/0kb57,nomination,"Academy Award for Best Art Direction, Black and White"
/m/01l0jh,nomination,Academy Award for Best Original Musical Score
/m/0bt_bms,award,Golden Rooster Award for Best Supporting Actress
/m/04j4tx,award,Academy Award for Best Supporting Actor
/m/0d0hvd,award,Academy Award for Best International Feature Film
/m/027t0d9,award,Golden Bear
/m/06ng48,award,Golden Bear
/m/04j4tx,award,Academy Award for Best Cinematography
/m/026t_yt,award,Golden Lion
/m/04j4tx,award,Academy Award for Best Film Editing
/m/0brzpsy,award,César Award for Best Cinematography
/m/0d0hvd,award,David di Donatello for Best Film
/m/0brzpsy,award,César Award for Best Film
/m/0brzpsy,award,Cannes Film Festival Grand Prix
/m/0gvbrg,award,Silver Bear Grand Jury Prize
/m/04j4tx,award,National Board of Review: Top Ten Films
/m/03bwqm,award,National Board of Review: Top Ten Films
/m/0brzpsy,award,César Award for Best Supporting Actor
/m/0brzpsy,award,National Board of Review Award for Best Foreign Language Film
/m/04j4tx,award,Silver nugget for the best foreign film
/m/060xq9,award,Golden Horse Award for Best Feature Film
/m/05zm0gk,award,David di Donatello for Best Director
/m/0h3lw_c,award,AACTA Award for Best Film
/m/02q1dbt,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0bt_bms,nomination,Golden Rooster Award for Best Picture
/m/0bt_bms,nomination,Golden Rooster Award for Best Supporting Actress
/m/02pxps1,nomination,Academy Award for Best Story
/m/04j4tx,nomination,Academy Award for Best Picture
/m/0brzpsy,nomination,César Award for Best Director
/m/04j4tx,nomination,Academy Award for Best Director
/m/04j4tx,nomination,Academy Award for Best Actor
/m/02jvd9,nomination,Academy Award for Best Actress
/m/0d0hvd,nomination,Academy Award for Best International Feature Film
/m/0bj75qd,nomination,Academy Award for Best International Feature Film
/m/04j4tx,nomination,Academy Award for Best Supporting Actor
/m/04j4tx,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/04j4tx,nomination,Academy Award for Best Film Editing
/m/0brzpsy,nomination,César Award for Best Cinematography
/m/0brzpsy,nomination,César Award for Best Original Screenplay
/m/04j4tx,nomination,Academy Award for Best Cinematography
/m/06fwns,nomination,NAACP Image Award for Outstanding Supporting Actress in a Motion Picture
/m/0brzpsy,nomination,Independent Spirit Award for Best Foreign Film
/m/0brzpsy,nomination,César Award for Best Film
/m/0brzpsy,nomination,European Film Award for Best Film
/m/0brzpsy,nomination,César Award for Best Production Design
/m/0brzpsy,nomination,César Award for Best Sound
/m/0brzpsy,nomination,César Award for Best Costume Design
/m/0brzpsy,nomination,César Award for Best Supporting Actor
/m/0brzpsy,nomination,César Award for Best Editing
/m/0brzpsy,nomination,César Award for Best Actor
/m/0brzpsy,nomination,European Film Award for Best Cinematographer
/m/05zm0gk,nomination,European Film Award for Best Actor
/m/04zzlrs,nomination,Academy Award for Best Documentary (Short Subject)
/m/04zwdk1,nomination,Academy Award for Best Documentary (Short Subject)
/m/0d0hvd,nomination,David di Donatello for Best Director
/m/0brzpsy,nomination,BAFTA Award for Best Film Not in the English Language
/m/0brzpsy,nomination,David di Donatello for Best European Film
/m/05zm0gk,nomination,David di Donatello for Best Director
/m/0h3lw_c,nomination,AACTA Award for Best Film
/m/0dgn19h,nomination,Lux Prize
/m/03bwqm,nomination,"Academy Award for Best Art Direction, Black and White"
/m/07s4d6n,nomination,Directors Guild of America Award for Outstanding Directing – Children's Programs
/m/05zm0gk,nomination,European Film Academy Prix d'Excellence
/m/0h3lw_c,nomination,AACTA Award for Best Adapted Screenplay
/m/0h3lw_c,nomination,AACTA Award for Best Cinematography
/m/0h3lw_c,nomination,AACTA Award for Best Direction
/m/0h3lw_c,nomination,AACTA Award for Best Editing
/m/0h3lw_c,nomination,AACTA Award for Best Original Music Score
/m/0h3lw_c,nomination,AACTA Award for Best Production Design
/m/09v5v93,award,Hochi Film Award
/m/09v5v93,award,Blue Ribbon Awards
/m/09v5v93,award,Mainichi Film Award
/m/0jym0,award,Academy Award for Best Supporting Actor
/m/0jym0,award,Academy Award for Best Supporting Actress
/m/027g6m5,award,Golden Bear
/m/01470k,award,Golden Lion
/m/0jym0,award,BAFTA Award for Best Actor in a Supporting Role
/m/0jym0,award,Golden Globe Award for Best Supporting Actor – Motion Picture
/m/0kv69x,award,Silver Bear Grand Jury Prize
/m/0gp_t6,award,Bodil Award for Best Actress in a Supporting Role
/m/0gp_t6,award,Robert Award for Best Danish Film
/m/0jym0,award,BAFTA Award for Best Actress in a Supporting Role
/m/0545nh,award,National Society of Film Critics Award for Best Non-Fiction Film
/m/01wb95,award,National Board of Review: Top Ten Films
/m/0jym0,award,National Board of Review: Top Ten Films
/m/0jym0,award,National Society of Film Critics Award for Best Supporting Actress
/m/0p_ss,award,National Board of Review: Top Ten Films
/m/05z_qhr,award,Goya Award for Best Animated Film
/m/0jymd,award,"Academy Award for Best Cinematography, Black-and-White"
/m/09gb0tt,award,Nandi Award for Best Choreographer
/m/026l36n,award,Hong Kong Film Award for Best Action Choreography
/m/0bz34f,award,Ophir Award for best feature film
/m/0286ynb,award,Goya Award for Best Spanish Language Foreign Film
/m/04y77vj,nomination,Academy Award for Best Documentary Feature Film
/m/04zzbqs,nomination,Academy Award for Best Documentary Feature Film
/m/064l4ms,nomination,Academy Award for Best Original Musical Score
/m/011yl_,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/015qtl,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/09pgjgh,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/02dwj,nomination,Academy Award for Best Picture
/m/0cd3m,nomination,Academy Award for Best Picture
/m/011yl_,nomination,Academy Award for Best Picture
/m/02dwj,nomination,Academy Award for Best Director
/m/0cd3m,nomination,Academy Award for Best Director
/m/011yl_,nomination,Academy Award for Best Director
/m/02dwj,nomination,Academy Award for Best Actor
/m/0cd3m,nomination,Academy Award for Best Actor
/m/011yl_,nomination,Academy Award for Best Actor
/m/07q1m,nomination,Academy Award for Best Actor
/m/015qtl,nomination,Academy Award for Best Actor
/m/03d0zqw,nomination,Academy Award for Best International Feature Film
/m/0cd3m,nomination,Academy Award for Best Supporting Actress
/m/02dwj,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/055b0h,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0cd3m,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/04x3kb,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/07j6w,nomination,Academy Award for Best Supporting Actor
/m/011yl_,nomination,Academy Award for Best Supporting Actor
/m/04x3kb,nomination,Academy Award for Best Supporting Actor
/m/0cmf0m0,nomination,Academy Award for Best Animated Feature
/m/04ydq7t,nomination,Academy Award for Best Documentary Feature Film
/m/0960sw,nomination,Academy Award for Best Documentary Feature Film
/m/04y9cll,nomination,Academy Award for Best Documentary Feature Film
/m/02dwj,nomination,BAFTA Award for Best Film
/m/07j6w,nomination,Academy Award for Best Costume Design
/m/032wmm,nomination,Academy Award for Best Production Design
/m/011yl_,nomination,Academy Award for Best Film Editing
/m/074xlr,nomination,Golden Raspberry Award for Worst New Star
/m/02dwj,nomination,BAFTA Award for Best British Screenplay
/m/059zzd,nomination,European Film Award for Best Actor
/m/07q1m,nomination,Independent Spirit Award for Best First Screenplay
/m/074xlr,nomination,Golden Raspberry Award for Worst Supporting Actor
/m/074xlr,nomination,Golden Raspberry Award for Worst Supporting Actress
/m/07q1m,nomination,Golden Globe Award for Best Actor – Motion Picture Drama
/m/074xlr,nomination,Golden Raspberry Award for Worst Actress
/m/07q1m,nomination,Golden Globe Award for Best Original Score
/m/07q1m,nomination,Satellite Award for Best Actor – Motion Picture
/m/074xlr,nomination,Golden Raspberry Award for Worst Picture
/m/02ph0lt,nomination,European Film Award for Best Actress
/m/07q1m,nomination,European Film Award for Best Non-European Film
/m/074xlr,nomination,Golden Raspberry Award for Worst Director
/m/074xlr,nomination,Golden Raspberry Award for Worst Screenplay
/m/02dwj,nomination,BAFTA Award for Best British Film
/m/07q1m,nomination,Independent Spirit Award for Best Director
/m/07q1m,nomination,Independent Spirit Award for Best Male Lead
/m/02dwj,nomination,Hugo Award for Best Dramatic Presentation
/m/02dwj,nomination,United Nations Awards
/m/011yl_,nomination,AACTA Award for Best Film
/m/011yl_,nomination,AACTA Award for Best Actor in a Supporting Role
/m/011yl_,nomination,AACTA Award for Best Actor in a Leading Role
/m/011yl_,nomination,AACTA Award for Best Cinematography
/m/02ph0lt,nomination,European Film Award for Best Supporting Actor
/m/02dwj,nomination,Directors Guild of America Award for Outstanding Directing – Feature Film
/m/0cd3m,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/011yl_,nomination,AACTA Award for Best Costume Design
/m/011yl_,nomination,AACTA Award for Best Editing
/m/011yl_,nomination,AACTA Award for Best Original Music Score
/m/011yl_,nomination,AACTA Award for Best Original Screenplay
/m/011yl_,nomination,AACTA Award for Best Production Design
/m/011yl_,nomination,AACTA Award for Best Sound
/m/07q1m,nomination,National Society of Film Critics Award for Best Cinematography
/m/0cd3m,nomination,"Academy Award for Best Art Direction, Black and White"
/m/011yl_,nomination,Academy Award for Best Original Dramatic Score
/m/01b15b,award,Academy Award for Best Actress
/m/0m_mm,award,Academy Award for Best Director
/m/05b0sgz,award,Nastro d'Argento
/m/05mwmpg,award,Goya Award for Best Cinematography
/m/02pr7_x,award,Goya Award for Best Spanish Language Foreign Film
/m/02pr7_x,award,Silver Condor Award for Best Film
/m/0g9z254,award,Kerala State Film Award for Best Film
/m/011yqc,award,Academy Award for Best Supporting Actress
/m/0sxlb,award,Academy Award for Best Supporting Actress
/m/011yqc,award,"Academy Award for Best Writing, Adapted Screenplay"
/m/05z5cp,award,Golden Bear
/m/032clf,award,Academy Award for Best Original Song
/m/05qbckf,award,Scream Award for Best Superhero
/m/05qbckf,award,Golden Schmoes for Biggest Disappointment of the Year
/m/050zvh,award,Annecy Cristal for a Short Film
/m/04jkpgv,award,European Film Award for Best Cinematographer
/m/0gfpn3z,award,Academy Award for Best Animated Short Film
/m/04jkpgv,award,Nordic Council Film Prize
/m/019k65,award,Academy Award for Best Original Score
/m/032clf,award,Golden Globe Award for Best Original Song
/m/011yqc,award,National Board of Review Award for Best Film
/m/011yqc,award,National Board of Review: Top Ten Films
/m/0sxlb,award,National Board of Review: Top Ten Films
/m/01b15b,award,National Board of Review: Top Ten Films
/m/05qbckf,award,Scream Award for Best Science Fiction Actress
/m/05qbckf,award,Film and Television Music Award for Top Box Office Films
/m/05qbckf,award,Hollywood Film Award for Visual Effects of the Year
/m/05qbckf,award,People's Choice Award for Favorite Action Movie
/m/05qbckf,award,Scream Award for Best Villain
/m/032clf,award,Amanda Award for Best Foreign Feature Film
/m/011yqc,award,Dallas-Fort Worth Film Critics Association Award for Best Film
/m/011yqc,award,Silver nugget for the best foreign film
/m/04_04rf,nomination,Academy Award for Best Documentary (Short Subject)
/m/0gy46,nomination,Academy Award for Best Picture
/m/04vgss,nomination,Academy Award for Best Actor
/m/04vhyq,nomination,Academy Award for Best Actor
/m/09kgvp7,nomination,César Award for Best Actress
/m/04gp_7,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0b_tzbj,nomination,César Award for Best Actress
/m/04zyb81,nomination,Academy Award for Best Documentary (Short Subject)
/m/04wxv5,nomination,Academy Award for Best Supporting Actor
/m/04vgss,nomination,Academy Award for Best Supporting Actor
/m/04gp_7,nomination,Academy Award for Best Supporting Actor
/m/04vhyq,nomination,Academy Award for Best Supporting Actor
/m/04gp_7,nomination,Academy Award for Best Supporting Actress
/m/0gy46,nomination,Academy Award for Best Supporting Actress
/m/04vhyq,nomination,Academy Award for Best Supporting Actress
/m/04vgss,nomination,Academy Award for Best Production Design
/m/04gp_7,nomination,National Society of Film Critics Award for Best Supporting Actor
/m/04gp_7,nomination,Golden Globe Award for Best Actor – Motion Picture Musical or Comedy
/m/08f40v,nomination,Golden Raspberry Award for Worst New Star
/m/04gp_7,nomination,Golden Globe Award for Best Motion Picture – Musical or Comedy
/m/04vgss,nomination,Academy Award for Best Cinematography
/m/0h_dpk8,nomination,European Film Academy Young Audience Award
/m/04gp_7,nomination,National Society of Film Critics Award for Best Screenplay
/m/0gy46,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/03hg54d,nomination,"Academy Award for Best Live Action Short Film, One-Reel"
/m/05mvlhj,nomination,Academy Award for Best Live Action Short Film
/m/04gp_7,nomination,National Society of Film Critics Award for Best Film
/m/04gp_7,nomination,National Society of Film Critics Award for Best Supporting Actress
/m/04gp_7,nomination,Golden Globe Award for Best Supporting Actor – Motion Picture
/m/04gp_7,nomination,Golden Globe Award for Best Supporting Actress – Motion Picture
/m/04gp_7,nomination,National Society of Film Critics Award for Best Director
/m/0j80w,award,Academy Award for Best Director
/m/067s5_,award,Golden Bear
/m/0gkxkfq,award,European Film Award for Best Animated Feature Film
/m/0263ywm,award,Teddy Award
/m/0j80w,award,National Board of Review Award for Best Film
/m/0j80w,award,National Board of Review: Top Ten Films
/m/0j80w,award,"Academy Award for Best Cinematography, Color"
/m/04n4m89,nomination,AACTA Award for Best Actress in a Leading Role
/m/04n4m89,nomination,AACTA Award for Best Original Screenplay
/m/05zkwp5,nomination,Academy Award for Best Original Dramatic Score
/m/05jp8w,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0g3sc_,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0gnjh,nomination,Academy Award for Best Picture
/m/015r0q,nomination,Academy Award for Best Actor
/m/015r0q,nomination,Academy Award for Best International Feature Film
/m/03d1ztj,nomination,Academy Award for Best International Feature Film
/m/096v5f,nomination,Academy Award for Best Cinematography
/m/05jp8w,nomination,Golden Lion
/m/0gnjh,nomination,Academy Award for Best Production Design
/m/096v5f,nomination,Academy Award for Best Production Design
/m/0g6z31,nomination,Golden Raspberry Award for Worst New Star
/m/0bc810,nomination,Golden Raspberry Award for Worst Actress
/m/061z4s,nomination,Hong Kong Film Award for Best Cinematography
/m/061z4s,nomination,Hong Kong Film Award for Best Actor
/m/061z4s,nomination,Hong Kong Film Award for Best Director
/m/02_s51,nomination,Hong Kong Film Award for Best Actor
/m/02_s51,nomination,Hong Kong Film Award for Best Action Choreography
/m/09xtj_,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/04zvw31,nomination,Academy Award for Best Documentary (Short Subject)
/m/0521182,nomination,Academy Award for Best Documentary (Short Subject)
/m/09xtj_,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/09xtj_,nomination,"Academy Award for Best Costume Design, Black-and-White"
/m/09xtj_,nomination,"Academy Award for Best Art Direction, Black and White"
/m/02vlvh5,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/098zp_,nomination,César Award for Best Actress
